current_date - 1,Min Sale Date (Ret),Country,Store,Gender (code),Group,Style (code),Fabric (code),Color (code),Color,Theme (code),Comm. Category SubGroup,Comm. Category Group,Comm. Category,Comm. SubCategory,Operative Brand,Current Sale Season (code),Size (code),"Qty sold (Ret, 445)","Net Amount no VAT (Ret, 445)",On hand Qty
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016117,1A05488,1B000,Black,MFO,RTW,Ready to Wear,OUTERWEAR,BLOUSON,Versace Apparel,2023AI,48,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016124,1A01720,1PT20,Dusty Rose,*,RTW,Ready to Wear,EVENING DRESS,GOWN,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016124,1A01720,1PT20,Dusty Rose,*,RTW,Ready to Wear,EVENING DRESS,GOWN,Versace Apparel,2024AI,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016124,1A01720,1PT20,Dusty Rose,*,RTW,Ready to Wear,EVENING DRESS,GOWN,Versace Apparel,2024AI,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016126,1A11467,1W000,Optical White,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016126,1A11467,1W000,Optical White,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016126,1A11467,1W000,Optical White,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016149,1A11613,1B000,Black,*,RTW,Ready to Wear,SHIRT,TOP,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016149,1A11613,1B000,Black,*,RTW,Ready to Wear,SHIRT,TOP,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016149,1A11613,1B000,Black,*,RTW,Ready to Wear,SHIRT,TOP,Versace Apparel,2024AI,42,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016291,1A11722,2W070,White+Multicolor,H32,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016291,1A11722,2W070,White+Multicolor,H32,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2024AI,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016408,1A11724,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016408,1A11724,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016408,1A11724,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016411,1A01019,1B000,Black,*,RTW,Ready to Wear,EVENING DRESS,GOWN,Versace Apparel,2024AI,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016411,1A01019,1B000,Black,*,RTW,Ready to Wear,EVENING DRESS,GOWN,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016411,1A01019,1B000,Black,*,RTW,Ready to Wear,EVENING DRESS,GOWN,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016413,1A11528,5BC60,Black+Dark Olive+Gold,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016415,1A10059,1B000,Black,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016417,1A11614,5E340,Concrete+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016417,1A11614,5E340,Concrete+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016417,1A11614,5E340,Concrete+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016419,1A11724,5E360,Cocrete+Dusty Blue+Bone,*,RTW,Ready to Wear,SHIRT,TOP,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016419,1A11724,5E360,Cocrete+Dusty Blue+Bone,*,RTW,Ready to Wear,SHIRT,TOP,Versace Apparel,2024AI,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016421,1A11713,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,SKIRT,SKIRT,Versace Apparel,2024AI,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016421,1A11713,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,SKIRT,SKIRT,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016422,1A11717,5PB40,Dusty Rose+Bone,*,RTW,Ready to Wear,SKIRT,SKIRT,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016422,1A11717,5PB40,Dusty Rose+Bone,*,RTW,Ready to Wear,SKIRT,SKIRT,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016548,1A11577,5PB40,Dusty Rose+Bone,*,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016592,1A11944,5K520,Beige+Light Beige+Gold,*,RTW,Ready to Wear,BEACHWEAR,SWIMSUIT,Versace Underwear and Beachwear,2024AI,3,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016607,1A11526,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016607,1A11526,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016607,1A11526,5PB50,Dusty Rose+Coral+Bone,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016607,1A11528,5K520,Beige+Light Beige+Gold,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016607,1A11528,5K520,Beige+Light Beige+Gold,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A07524,1LE30,Lavander,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024PE,38,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A07524,1LE30,Lavander,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A07524,1LE30,Lavander,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024PE,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A14082,2B140,Black+Rose,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024AI,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A14082,2B140,Black+Rose,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024AI,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A14082,2B140,Black+Rose,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024AI,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A14082,2B140,Black+Rose,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024AI,44,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A14082,2B140,Black+Rose,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024AI,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016768,1A14082,2B140,Black+Rose,MFO,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,2024AI,50,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016791,1A10683,1K020,Beige,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016791,1A10683,1K020,Beige,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016791,1A10683,1K020,Beige,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016791,1A10683,1K020,Beige,*,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024AI,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,2B130,Black+Gold,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2025PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,2B130,Black+Gold,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2025PE,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,2B130,Black+Gold,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2025PE,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,2W110,White+Gold,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2025PE,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,2W110,White+Gold,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2025PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,5UA50,Pastel Blue+Silver,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2024PE,38,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,5UA50,Pastel Blue+Silver,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2024PE,44,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A14047,5UA50,Pastel Blue+Silver,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2024PE,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1016967,1A15097,2LH30,Bright Dark Orchid+Silver,MFO,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,2024PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13280,2BM00,Black+Black,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,25,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13280,2BM00,Black+Black,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,26,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13280,2BM00,Black+Black,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,27,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13280,2BM00,Black+Black,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,28,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13280,2BM00,Black+Black,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,29,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13280,2BM00,Black+Black,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,30,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13280,2BM00,Black+Black,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,32,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,24,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,25,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,26,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,27,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,28,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,29,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,30,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,31,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13282,2UW50,Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,32,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,24,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,25,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,26,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,27,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,28,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,29,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,30,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,31,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,32,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13288,2UW60,Medium Blue+Cuoio,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,34,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13858,1D110,White,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,24,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13858,1D110,White,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,26,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13858,1D110,White,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,27,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13858,1D110,White,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,28,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018685,1A13858,1D110,White,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2025PE,29,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018717,1A13280,2BT10,Black+Tabacco,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,26,,,3
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018717,1A13280,2BT10,Black+Tabacco,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,27,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018717,1A13280,2BT10,Black+Tabacco,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,28,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1018717,1A13280,2BT10,Black+Tabacco,MFO,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,2024AI,32,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,36,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,38,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,40,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,42,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,50,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1GK60,Mint,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1GK60,Mint,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1GK60,Mint,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1GK60,Mint,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,46,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1W000,Optical White,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1W000,Optical White,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1W000,Optical White,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1W000,Optical White,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1W000,Optical White,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,48,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A06018,1W000,Optical White,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,52,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A13898,5UB40,Blue Hydrangea,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A13898,5UB40,Blue Hydrangea,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019208,1A13898,5UB40,Blue Hydrangea,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,50,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019209,1A00572,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019209,1A00572,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,38,,,2
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019209,1A00572,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019209,1A00572,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,52,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019214,1A00572,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019214,1A00572,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019214,1A00572,1B000,Black,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,48,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019216,1A13938,5B000,Black+Gold,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019216,1A13938,5B000,Black+Gold,MFO,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,2024PE,50,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019234,1A13954,5K400,Sand+Gold,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13926,1P790,Pink,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13926,1P790,Pink,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13926,1P790,Pink,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13926,1P790,Pink,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,48,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,38,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,40,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,42,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,44,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,48,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,50,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019238,1A13928,1W000,Optical White,MFO,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,2024PE,52,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019242,1A06018,1B000,Black,MFO,RTW,Ready to Wear,SKIRT,SKIRT,Versace Apparel,2024PE,36,,,1
2025-09-24,,Canada,OUTLET Halton Hills,F,-missing description-,1019242,1A06018,1B000,Black,MFO,RTW,Ready to Wear,SKIRT,SKIRT,Versace Apparel,2024PE,42,,,1
